Animal_ID,Named,DateTime_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type,Sex_upon_Intake,Age_upon_Intake,Breed,Color,DateTime_Outcome,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,Length_of_Stay,Wild,Younger_than_1_Intake
A815034,N,2020-03-09 16:29:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.25,Other,Black/White,2020-03-11 12:36:00,Intact Female,0.25,0.0,1,N,Y
A815029,Y,2020-03-09 16:11:00,Austin (TX),Public Assist,Normal,Cat,Intact Female,2.0,Domestic Shorthair,Calico,2020-03-23 11:37:00,Spayed Female,3.0,0.0,13,N,N
A815028,Y,2020-03-09 16:11:00,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Pit Bull,Brown,2020-03-09 16:56:00,Intact Female,2.0,0.0,0,N,N
A815025,Y,2020-03-09 16:11:00,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Pit Bull,Black,2020-03-09 16:54:00,Intact Female,2.0,0.0,0,N,N
A815024,N,2020-03-09 16:04:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Labrador Retriever,White,2020-03-14 15:28:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A815023,Y,2020-03-09 16:11:00,Austin (TX),Stray,Normal,Dog,Neutered Male,2.0,Other,White,2020-03-09 16:56:00,Neutered Male,2.0,0.0,0,N,N
A815019,N,2020-03-09 15:21:00,Austin (TX),Stray,Normal,Dog,Neutered Male,3.0,Other,Other,2020-03-12 15:33:00,Neutered Male,3.0,0.0,3,N,N
A815016,N,2020-03-09 14:43:00,Travis (TX),Stray,Medical,Dog,Intact Male,7.0,Maltese,White,2020-03-17 16:02:00,Intact Male,8.0,0.0,8,N,N
A815007,Y,2020-03-09 14:05:00,Austin (TX),Public Assist,Normal,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby,2020-03-10 12:05:00,Spayed Female,2.0,0.0,0,N,N
A815005,Y,2020-03-09 14:00:00,Travis (TX),Stray,Normal,Dog,Intact Male,1.0,Other,Black,2020-03-12 19:08:00,Neutered Male,1.0,0.0,3,N,N
A814985,N,2020-03-09 12:40:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.3333333333333333,Great Pyrenees,White,2020-03-13 12:57:00,Intact Female,0.3333333333333333,0.0,4,N,Y
A814970,Y,2020-03-09 11:47:00,Austin (TX),Stray,Normal,Dog,Spayed Female,1.0,Other,Brown Brindle/White,2020-03-17 14:12:00,Spayed Female,1.0,0.0,8,N,N
A814963,N,2020-03-09 11:43:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-09 19:17:00,Unknown,2.0,1.0,0,Y,N
A814951,N,2020-03-09 10:44:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.25,Maltese,Other,2020-03-12 00:00:00,Intact Male,0.3333333333333333,0.0,2,N,Y
A814950,N,2020-03-09 10:44:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Maltese,Other,2020-03-12 00:00:00,Intact Female,0.25,0.0,2,N,Y
A814949,Y,2020-03-09 10:44:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Maltese,Other,2020-03-12 16:38:00,Intact Female,0.25,0.0,3,N,Y
A814945,N,2020-03-09 09:21:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-09 09:52:00,Unknown,2.0,1.0,0,Y,N
A814944,N,2020-03-09 09:09:00,Manor (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-09 09:53:00,Unknown,2.0,1.0,0,Y,N
A814941,Y,2020-03-09 17:18:00,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2.0,Other,Brown Brindle/White,2020-03-19 12:05:00,Spayed Female,2.0,0.0,9,N,N
A814940,Y,2020-03-08 17:48:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pit Bull Mix,Blue/White,2020-03-22 17:53:00,Neutered Male,2.0,0.0,14,N,N
A814932,Y,2020-03-08 16:48:00,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,3.0,Domestic Longhair,Black,2020-03-14 16:36:00,Neutered Male,3.0,0.0,5,N,N
A814930,Y,2020-03-08 16:48:00,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,3.0,Domestic Longhair,Brown Tabby,2020-03-14 16:36:00,Neutered Male,3.0,0.0,5,N,N
A814929,N,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.8333333333333334,Other,Other,2020-03-14 14:47:00,Neutered Male,0.8333333333333334,0.0,5,N,Y
A814928,N,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.8333333333333334,Other,Tan,2020-03-14 14:38:00,Neutered Male,0.8333333333333334,0.0,5,N,Y
A814927,N,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.8333333333333334,Chihuahua Shorthair,Other,2020-03-15 12:53:00,Spayed Female,0.8333333333333334,0.0,6,N,Y
A814926,N,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.8333333333333334,Other,Other,2020-03-12 16:14:00,Neutered Male,0.8333333333333334,0.0,3,N,Y
A814924,N,2020-03-08 16:17:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.8333333333333334,Other,White/Tan,2020-03-17 12:57:00,Spayed Female,0.8333333333333334,0.0,8,N,Y
A814922,N,2020-03-08 15:57:00,Austin (TX),Stray,Normal,Cat,Unknown,2.0,Domestic Shorthair,Black,2020-03-12 16:34:00,Unknown,2.0,0.0,4,N,N
A814921,Y,2020-03-08 15:50:00,Austin (TX),Stray,Injured,Cat,Spayed Female,4.0,Domestic Shorthair,Orange Tabby,2020-03-10 11:57:00,Spayed Female,4.0,0.0,1,N,N
A814920,Y,2020-03-08 15:29:00,Austin (TX),Stray,Normal,Cat,Intact Female,0.25,Domestic Shorthair,Brown Tabby/White,2020-03-13 11:25:00,Spayed Female,0.3333333333333333,0.0,4,N,Y
A814918,Y,2020-03-08 15:21:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Other,Other,2020-03-09 14:58:00,Intact Male,2.0,0.0,0,N,N
A814916,N,2020-03-08 14:59:00,Austin (TX),Stray,Injured,Cat,Intact Male,2.0,Domestic Shorthair,Brown Tabby/White,2020-03-12 16:08:00,Neutered Male,2.0,0.0,4,N,N
A814915,N,2020-03-08 14:57:00,Austin (TX),Stray,Nursing,Cat,Intact Female,0.010958904109589041,Domestic Shorthair,Calico,2020-03-08 17:37:00,Intact Female,0.010958904109589041,0.0,0,N,Y
A814913,N,2020-03-08 14:29:00,Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair,Other,2020-03-12 16:35:00,Intact Female,2.0,0.0,4,N,N
A814912,N,2020-03-08 14:16:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Black/Brown,2020-03-12 16:28:00,Spayed Female,0.25,0.0,4,N,Y
A814911,N,2020-03-08 14:16:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Labrador Retriever Mix,Brown/White,2020-03-12 17:42:00,Spayed Female,0.25,0.0,4,N,Y
A814909,Y,2020-03-08 14:10:00,Travis (TX),Stray,Normal,Dog,Neutered Male,2.0,Chihuahua Shorthair,Other,2020-03-09 18:05:00,Neutered Male,2.0,0.0,1,N,N
A814906,N,2020-03-08 13:16:00,Austin (TX),Stray,Normal,Cat,Unknown,0.6666666666666666,Domestic Medium Hair,Brown Tabby,2020-03-12 16:33:00,Unknown,0.6666666666666666,0.0,4,N,Y
A814905,Y,2020-03-08 13:20:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.25,Pit Bull,Other,2020-03-14 12:09:00,Spayed Female,0.3333333333333333,0.0,5,N,Y
A814901,Y,2020-03-08 13:00:00,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,0.4166666666666667,Domestic Shorthair,Brown Tabby,2020-03-08 15:02:00,Intact Female,0.4166666666666667,0.0,0,N,Y
A814898,N,2020-03-08 12:38:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.5833333333333334,Pit Bull,White/Tan,2020-03-12 18:25:00,Spayed Female,0.5833333333333334,0.0,4,N,Y
A814897,Y,2020-03-08 11:28:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,0.16666666666666666,Other,Black/Brown,2020-03-10 13:17:00,Neutered Male,0.16666666666666666,0.0,2,N,Y
A814896,N,2020-03-08 11:21:00,Austin (TX),Stray,Normal,Cat,Intact Female,3.0,Domestic Medium Hair,Tortie,2020-03-12 16:32:00,Intact Female,3.0,0.0,4,N,N
A814894,Y,2020-03-08 10:54:00,Austin (TX),Stray,Injured,Dog,Intact Male,2.0,Labrador Retriever Mix,Other,2020-03-10 19:12:00,Intact Male,2.0,0.0,2,N,N
A814890,Y,2020-03-08 08:31:00,Austin (TX),Stray,Injured,Dog,Intact Male,2.0,Other,Red/White,2020-03-09 17:16:00,Intact Male,2.0,0.0,1,N,N
A814886,N,2020-03-07 17:04:00,Austin (TX),Stray,Normal,Cat,Unknown,3.0,Domestic Shorthair,Brown Tabby/White,2020-03-11 10:40:00,Unknown,3.0,0.0,3,N,N
A814885,N,2020-03-08 08:31:00,Travis (TX),Stray,Sick,Dog,Intact Male,0.3333333333333333,Other,Other,2020-03-08 12:07:00,Intact Male,0.3333333333333333,0.0,0,N,Y
A814883,N,2020-03-07 16:01:00,Austin (TX),Abandoned,Normal,Cat,Intact Male,2.0,Domestic Shorthair,Black/White,2020-03-18 16:50:00,Neutered Male,2.0,0.0,11,N,N
A814882,N,2020-03-07 16:01:00,Austin (TX),Abandoned,Normal,Cat,Intact Male,2.0,Domestic Shorthair,White/Orange Tabby,2020-03-18 16:50:00,Neutered Male,2.0,0.0,11,N,N
A814881,N,2020-03-07 16:01:00,Austin (TX),Abandoned,Normal,Cat,Intact Female,2.0,Domestic Shorthair,White/Orange Tabby,2020-03-18 16:48:00,Spayed Female,2.0,0.0,11,N,N
A814880,N,2020-03-07 16:01:00,Austin (TX),Abandoned,Normal,Cat,Intact Female,2.0,Domestic Shorthair,White/Orange Tabby,2020-03-18 16:47:00,Spayed Female,2.0,0.0,11,N,N
A814879,N,2020-03-07 16:01:00,Austin (TX),Abandoned,Normal,Cat,Intact Male,2.0,Domestic Shorthair,White/Orange Tabby,2020-03-18 16:51:00,Neutered Male,2.0,0.0,11,N,N
A814878,N,2020-03-07 16:48:00,Austin (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair,Other,2020-03-13 16:53:00,Intact Female,0.16666666666666666,0.0,6,N,Y
A814874,N,2020-03-07 16:06:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-07 17:07:00,Unknown,2.0,1.0,0,Y,N
A814873,N,2020-03-07 16:06:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-07 17:06:00,Unknown,2.0,1.0,0,Y,N
A814872,N,2020-03-07 16:06:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-08 13:09:00,Unknown,2.0,1.0,0,Y,N
A814870,Y,2020-03-07 15:39:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Black/Brown,2020-03-12 18:06:00,Spayed Female,0.16666666666666666,0.0,5,N,Y
A814869,Y,2020-03-07 15:39:00,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Other,Black/White,2020-03-14 12:41:00,Spayed Female,2.0,0.0,6,N,N
A814868,Y,2020-03-07 15:39:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Other,Black/White,2020-03-13 17:42:00,Neutered Male,0.16666666666666666,0.0,6,N,Y
A814867,N,2020-03-07 15:35:00,Austin (TX),Stray,Normal,Dog,Neutered Male,3.0,Chihuahua Shorthair,Black/White,2020-03-17 12:57:00,Neutered Male,3.0,0.0,9,N,N
A814866,N,2020-03-07 15:04:00,Austin (TX),Stray,Normal,Cat,Spayed Female,0.4166666666666667,Other,Other,2020-03-11 17:43:00,Spayed Female,0.5,0.0,4,N,Y
A814861,N,2020-03-07 14:01:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Other,Brown/White,2020-03-11 18:03:00,Neutered Male,2.0,0.0,4,N,N
A814860,N,2020-03-07 13:37:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Siberian Husky,White,2020-03-11 18:49:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A814859,N,2020-03-07 13:37:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Siberian Husky,White,2020-03-11 18:04:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A814858,N,2020-03-07 13:37:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Siberian Husky,White,2020-03-11 17:10:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A814857,N,2020-03-07 13:37:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Siberian Husky,White,2020-03-13 13:27:00,Spayed Female,0.16666666666666666,0.0,5,N,Y
A814855,N,2020-03-07 13:43:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.3333333333333333,Other,White/Tan,2020-03-12 00:00:00,Neutered Male,0.3333333333333333,0.0,4,N,Y
A814854,N,2020-03-07 13:08:00,Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Other,Brown/White,2020-03-11 17:26:00,Neutered Male,5.0,0.0,4,N,N
A814853,N,2020-03-07 13:08:00,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Other,Other,2020-03-11 16:56:00,Spayed Female,3.0,0.0,4,N,N
A814848,Y,2020-03-07 12:07:00,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Labrador Retriever Mix,Brown/White,2020-03-09 12:42:00,Intact Female,3.0,0.0,2,N,N
A814845,Y,2020-03-07 11:46:00,Austin (TX),Stray,Normal,Cat,Neutered Male,2.0,Domestic Medium Hair,Orange Tabby,2020-03-12 17:55:00,Neutered Male,2.0,0.0,5,N,N
A814843,Y,2020-03-14 16:39:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Pit Bull,Other,2020-03-25 15:22:00,Spayed Female,2.0,0.0,10,N,N
A814832,N,2020-03-07 07:50:00,Travis (TX),Stray,Sick,Dog,Intact Female,0.08333333333333333,Siberian Husky,Black/White,2020-03-10 11:46:00,Intact Female,0.16666666666666666,0.0,3,N,Y
A814829,N,2020-03-06 18:51:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Other,White/Tan,2020-03-12 16:09:00,Neutered Male,0.16666666666666666,0.0,5,N,Y
A814828,N,2020-03-06 18:38:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.8333333333333334,Other,Brown,2020-03-17 12:57:00,Neutered Male,0.8333333333333334,0.0,10,N,Y
A814825,Y,2020-03-06 16:57:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Black/White,2020-03-07 12:01:00,Intact Female,0.16666666666666666,0.0,0,N,Y
A814821,Y,2020-03-06 15:52:00,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,10.0,Other,Black/White,2020-03-07 15:27:00,Neutered Male,10.0,0.0,0,N,N
A814820,N,2020-03-06 15:44:00,Travis (TX),Stray,Sick,Dog,Intact Male,3.0,Labrador Retriever,Brown/White,2020-03-10 14:15:00,Intact Male,3.0,0.0,3,N,N
A814818,Y,2020-03-06 14:53:00,Austin (TX),Abandoned,Normal,Dog,Intact Male,1.0,Other,Brown/White,2020-03-17 14:12:00,Neutered Male,1.0,0.0,10,N,N
A814817,Y,2020-03-06 15:06:00,Austin (TX),Stray,Injured,Cat,Neutered Male,2.0,Domestic Medium Hair,White/Orange Tabby,2020-03-07 11:38:00,Neutered Male,2.0,0.0,0,N,N
A814816,Y,2020-03-06 14:55:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.3333333333333333,Pit Bull,Brown Brindle/White,2020-03-12 18:26:00,Spayed Female,0.3333333333333333,0.0,6,N,Y
A814815,N,2020-03-06 14:25:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Chihuahua Shorthair,Other,2020-03-11 11:21:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A814814,N,2020-03-06 14:25:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Chihuahua Shorthair,White/Tan,2020-03-10 18:07:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A814813,N,2020-03-06 14:25:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Chihuahua Shorthair,White/Tan,2020-03-10 17:18:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A814812,N,2020-03-06 14:25:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Chihuahua Shorthair,Tricolor,2020-03-10 18:07:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A814811,N,2020-03-06 14:25:00,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Chihuahua Shorthair,Tricolor,2020-03-10 15:53:00,Spayed Female,3.0,0.0,4,N,N
A814809,Y,2020-03-06 14:12:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1.0,Pit Bull,Other,2020-03-13 14:58:00,Spayed Female,1.0,0.0,7,N,N
A814808,Y,2020-03-06 14:11:00,Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Other,Brown/White,2020-03-09 18:04:00,Intact Male,4.0,0.0,3,N,N
A814805,N,2020-03-06 13:42:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-06 15:01:00,Unknown,1.0,1.0,0,Y,N
A814803,Y,2020-03-06 12:31:00,Austin (TX),Stray,Normal,Dog,Spayed Female,2.0,Other,White,2020-03-06 17:59:00,Spayed Female,2.0,0.0,0,N,N
A814800,Y,2020-03-06 10:48:00,Austin (TX),Stray,Normal,Dog,Neutered Male,3.0,German Shepherd,Black/Tan,2020-03-14 18:41:00,Neutered Male,3.0,0.0,8,N,N
A814799,N,2020-03-06 10:05:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-06 15:04:00,Unknown,1.0,1.0,0,Y,N
A814795,Y,2020-03-06 09:19:00,Austin (TX),Stray,Injured,Cat,Intact Male,2.0,Domestic Shorthair,Black,2020-03-18 16:47:00,Intact Male,2.0,0.0,12,N,N
A814794,N,2020-03-06 09:37:00,Austin (TX),Wildlife,Sick,Raccoon,Unknown,1.0,Other,Other,2020-03-08 13:13:00,Unknown,1.0,1.0,2,Y,N
A814793,Y,2020-03-06 09:14:00,Austin (TX),Stray,Normal,Dog,Intact Male,7.0,Other,Tan,2020-03-07 12:41:00,Intact Male,7.0,0.0,1,N,N
A814791,Y,2020-03-05 23:32:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Pit Bull,Brown,2020-03-06 13:52:00,Intact Male,2.0,0.0,0,N,N
A814789,N,2020-03-05 20:12:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.3333333333333333,Chihuahua Shorthair Mix,Other,2020-03-10 18:25:00,Neutered Male,0.3333333333333333,0.0,4,N,Y
A814788,N,2020-03-05 18:44:00,Austin (TX),Public Assist,Sick,Cat,Neutered Male,10.0,Domestic Longhair,Black,2020-03-06 11:39:00,Neutered Male,10.0,1.0,0,N,N
A814787,Y,2020-03-05 18:26:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.9166666666666666,Other,Other,2020-03-06 11:45:00,Intact Female,0.9166666666666666,0.0,0,N,Y
A814786,Y,2020-03-05 18:29:00,Travis (TX),Owner Surrender,Sick,Cat,Intact Female,1.0,Domestic Shorthair,Brown Tabby,2020-03-07 13:53:00,Intact Female,1.0,0.0,1,N,N
A814785,N,2020-03-05 18:18:00,Austin (TX),Stray,Normal,Rabbit Sh,Unknown,2.0,Other,Tortie,2020-03-15 17:17:00,Unknown,2.0,0.0,9,N,N
A814784,N,2020-03-05 17:16:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.4166666666666667,Labrador Retriever,Brown/White,2020-03-09 13:26:00,Neutered Male,0.4166666666666667,0.0,3,N,Y
A814783,N,2020-03-05 17:16:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.4166666666666667,Labrador Retriever,Brown/White,2020-03-09 14:02:00,Neutered Male,0.4166666666666667,0.0,3,N,Y
A814782,N,2020-03-05 17:16:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.4166666666666667,Labrador Retriever,Brown/White,2020-03-07 19:15:00,Spayed Female,0.4166666666666667,0.0,2,N,Y
A814781,N,2020-03-05 17:16:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.4166666666666667,Labrador Retriever,Brown/White,2020-03-08 14:27:00,Spayed Female,0.4166666666666667,0.0,2,N,Y
A814780,N,2020-03-05 17:16:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.4166666666666667,Labrador Retriever,Red,2020-03-08 13:22:00,Spayed Female,0.4166666666666667,0.0,2,N,Y
A814779,N,2020-03-05 17:16:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.4166666666666667,Labrador Retriever,Red,2020-03-07 18:57:00,Neutered Male,0.4166666666666667,0.0,2,N,Y
A814778,Y,2020-03-05 17:16:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.4166666666666667,Labrador Retriever,Brown/White,2020-03-14 18:40:00,Spayed Female,0.4166666666666667,0.0,9,N,Y
A814775,Y,2020-03-05 17:11:00,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Other,Red/White,2020-03-06 13:10:00,Intact Male,3.0,0.0,0,N,N
A814772,Y,2020-03-05 16:37:00,Travis (TX),Stray,Normal,Cat,Intact Female,13.0,Domestic Shorthair,Brown Tabby,2020-03-10 14:19:00,Intact Female,13.0,0.0,4,N,N
A814771,N,2020-03-05 16:37:00,Austin (TX),Abandoned,Normal,Cat,Intact Female,2.0,Domestic Shorthair,Orange Tabby,2020-03-05 16:47:00,Intact Female,2.0,0.0,0,N,N
A814770,N,2020-03-05 16:47:00,Austin (TX),Wildlife,Sick,Bat,Unknown,2.0,Other,Brown,2020-03-06 11:48:00,Unknown,2.0,1.0,0,Y,N
A814768,Y,2020-03-05 16:20:00,Travis (TX),Stray,Normal,Dog,Intact Female,2.0,Labrador Retriever Mix,Tan,2020-03-15 17:54:00,Spayed Female,2.0,0.0,10,N,N
A814767,N,2020-03-05 16:24:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-06 11:47:00,Unknown,1.0,1.0,0,Y,N
A814765,Y,2020-03-05 15:38:00,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Labrador Retriever Mix,Tan,2020-03-15 13:27:00,Spayed Female,2.0,0.0,9,N,N
A814764,N,2020-03-05 14:50:00,Austin (TX),Stray,Sick,Cat,Spayed Female,2.0,Domestic Shorthair,Black,2020-03-09 10:48:00,Spayed Female,2.0,0.0,3,N,N
A814763,N,2020-03-05 14:12:00,Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Chihuahua Shorthair Mix,Black,2020-03-14 19:17:00,Spayed Female,2.0,0.0,9,N,N
A814762,Y,2020-03-05 13:45:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7.0,Domestic Shorthair,Calico,2020-03-25 08:08:00,Spayed Female,8.0,0.0,19,N,N
A814757,Y,2020-03-05 12:23:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.5833333333333334,Labrador Retriever,White/Tan,2020-03-09 17:50:00,Neutered Male,0.5833333333333334,0.0,4,N,Y
A814754,Y,2020-03-05 11:12:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,2.0,Pit Bull,Brown/White,2020-03-06 11:08:00,Intact Male,2.0,0.0,0,N,N
A814750,Y,2020-03-05 08:48:00,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,0.00821917808219178,Pit Bull,Brown,2020-03-05 10:23:00,Intact Male,0.00821917808219178,1.0,0,N,Y
A814749,Y,2020-03-05 08:48:00,Austin (TX),Owner Surrender,Injured,Dog,Intact Female,0.00821917808219178,Pit Bull,Brown,2020-03-05 10:23:00,Intact Female,0.00821917808219178,1.0,0,N,Y
A814748,N,2020-03-05 08:17:00,Austin (TX),Stray,Injured,Rabbit Lh,Unknown,1.0,Other,Brown/White,2020-03-05 12:53:00,Unknown,1.0,0.0,0,N,N
A814746,N,2020-03-05 08:01:00,Austin (TX),Stray,Injured,Dog,Intact Male,3.0,Other,Tan,2020-03-15 16:08:00,Neutered Male,3.0,0.0,10,N,N
A814745,N,2020-03-05 08:01:00,Austin (TX),Stray,Injured,Dog,Intact Male,1.0,Other,Other,2020-03-13 18:37:00,Neutered Male,1.0,0.0,8,N,N
A814742,N,2020-03-04 22:58:00,Austin (TX),Wildlife,Injured,Bat,Unknown,1.0,Other,Brown,2020-03-05 09:59:00,Unknown,1.0,1.0,0,Y,N
A814741,N,2020-03-05 08:40:00,Austin (TX),Stray,Injured,Cat,Unknown,2.0,Domestic Shorthair,Other,2020-03-05 10:38:00,Unknown,2.0,1.0,0,N,N
A814740,N,2020-03-04 18:54:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Dachshund,Black/White,2020-03-09 18:25:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A814739,N,2020-03-04 18:54:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Dachshund,Other,2020-03-09 16:47:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A814738,N,2020-03-04 18:54:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Dachshund,Other,2020-03-12 00:00:00,Neutered Male,0.16666666666666666,0.0,7,N,Y
A814737,Y,2020-03-04 18:54:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Dachshund,Other,2020-03-10 11:46:00,Neutered Male,0.16666666666666666,0.0,5,N,Y
A814736,N,2020-03-04 18:54:00,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Dachshund,Other,2020-03-09 16:35:00,Spayed Female,1.0,0.0,4,N,N
A814734,N,2020-03-04 18:17:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Other,Black,2020-03-06 16:48:00,Intact Male,2.0,0.0,1,N,N
A814733,Y,2020-03-04 17:29:00,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Labrador Retriever,White/Tan,2020-03-12 11:00:00,Spayed Female,3.0,0.0,7,N,N
A814732,Y,2020-03-04 16:56:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2.0,Pit Bull,Brown/White,2020-03-20 16:46:00,Intact Male,2.0,0.0,15,N,N
A814731,N,2020-03-04 17:21:00,Austin (TX),Stray,Injured,Cat,Intact Male,2.0,Domestic Shorthair,Black/White,2020-03-05 10:38:00,Intact Male,2.0,1.0,0,N,N
A814727,N,2020-03-04 16:35:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Black/Brown,2020-03-05 09:57:00,Unknown,2.0,1.0,0,Y,N
A814725,Y,2020-03-04 16:30:00,Travis (TX),Stray,Normal,Dog,Intact Female,1.0,Other,Black/Brown,2020-03-09 18:38:00,Spayed Female,1.0,0.0,5,N,N
A814721,N,2020-03-04 15:34:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.3333333333333333,Other,White/Tan,2020-03-09 16:40:00,Spayed Female,0.3333333333333333,0.0,5,N,Y
A814720,Y,2020-03-04 15:37:00,Travis (TX),Stray,Normal,Dog,Intact Female,1.0,Other,White/Tan,2020-03-08 12:20:00,Intact Female,1.0,0.0,3,N,N
