Animal_ID,Named,DateTime_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type,Sex_upon_Intake,Age_upon_Intake,Breed,Color,DateTime_Outcome,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,Length_of_Stay,Wild,Younger_than_1_Intake
A815357,Y,2020-03-14 13:11:00,Austin (TX),Stray,Normal,Dog,Intact Male,10.0,Other,Brown/White,2020-03-16 12:02:00,Intact Male,10.0,0.0,1,N,N
A815356,Y,2020-03-14 13:08:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.4166666666666667,Other,Other,2020-03-15 17:37:00,Neutered Male,0.5,0.0,1,N,Y
A815352,N,2020-03-14 13:10:00,Austin (TX),Wildlife,Sick,Skunk,Unknown,2.0,Other,Black/White,2020-03-16 10:28:00,Unknown,2.0,1.0,1,Y,N
A815351,Y,2020-03-14 12:57:00,Austin (TX),Stray,Injured,Cat,Neutered Male,8.0,Domestic Shorthair,White/Orange Tabby,2020-03-15 11:11:00,Neutered Male,8.0,0.0,0,N,N
A815346,N,2020-03-14 11:54:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-16 10:26:00,Unknown,2.0,1.0,1,Y,N
A815345,Y,2020-03-14 11:22:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4.0,Shih Tzu,Black/White,2020-03-17 11:34:00,Intact Female,4.0,0.0,3,N,N
A815338,Y,2020-03-14 08:12:00,Travis (TX),Stray,Injured,Cat,Neutered Male,3.0,Domestic Shorthair,Orange Tabby,2020-03-18 15:11:00,Neutered Male,3.0,1.0,4,N,N
A815334,N,2020-03-14 00:11:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-15 10:46:00,Unknown,2.0,1.0,1,Y,N
A815333,N,2020-03-13 23:46:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-15 10:43:00,Unknown,2.0,1.0,1,Y,N
A815331,Y,2020-03-14 16:44:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Labrador Retriever Mix,Black/White,2020-03-20 11:18:00,Spayed Female,0.16666666666666666,0.0,5,N,Y
A815330,Y,2020-03-14 16:44:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Labrador Retriever Mix,Black/White,2020-03-20 11:18:00,Spayed Female,0.16666666666666666,0.0,5,N,Y
A815321,N,2020-03-13 18:29:00,Austin (TX),Stray,Injured,Cat,Intact Male,1.0,Domestic Shorthair,Blue/White,2020-03-24 13:37:00,Intact Male,1.0,0.0,10,N,N
A815318,N,2020-03-13 17:48:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-16 10:58:00,Unknown,1.0,1.0,2,Y,N
A815316,N,2020-03-13 17:17:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Labrador Retriever/Pit Bull,Black/White,2020-03-15 17:22:00,Spayed Female,0.16666666666666666,0.0,2,N,Y
A815315,N,2020-03-13 17:17:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Labrador Retriever/Pit Bull,Black/White,2020-03-15 17:55:00,Neutered Male,0.16666666666666666,0.0,2,N,Y
A815314,N,2020-03-13 17:17:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Labrador Retriever/Pit Bull,Black/White,2020-03-15 16:16:00,Neutered Male,0.16666666666666666,0.0,1,N,Y
A815313,N,2020-03-13 17:17:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Labrador Retriever/Pit Bull,Brown/White,2020-03-15 18:13:00,Spayed Female,0.16666666666666666,0.0,2,N,Y
A815311,N,2020-03-13 16:58:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Other,Red/White,2020-03-17 17:12:00,Neutered Male,0.16666666666666666,0.0,4,N,Y
A815310,N,2020-03-13 16:58:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Maltese,Brown/White,2020-03-17 16:02:00,Neutered Male,0.16666666666666666,0.0,3,N,Y
A815309,N,2020-03-13 16:58:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Maltese,White,2020-03-17 16:02:00,Neutered Male,0.16666666666666666,0.0,3,N,Y
A815308,N,2020-03-13 16:48:00,Austin (TX),Wildlife,Sick,Raccoon,Unknown,2.0,Other,Other,2020-03-15 10:42:00,Unknown,2.0,1.0,1,Y,N
A815302,N,2020-03-13 15:55:00,Austin (TX),Stray,Normal,Cat,Unknown,1.0,Domestic Shorthair,Other,2020-03-17 11:45:00,Unknown,1.0,0.0,3,N,N
A815301,N,2020-03-13 15:54:00,Austin (TX),Wildlife,Sick,Bat,Unknown,2.0,Other,Brown,2020-03-17 08:52:00,Unknown,2.0,1.0,3,Y,N
A815298,N,2020-03-13 13:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.0576923076923077,Domestic Shorthair,Orange Tabby,2020-03-13 19:25:00,Intact Male,0.0576923076923077,0.0,0,N,Y
A815297,N,2020-03-13 13:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.0576923076923077,Domestic Shorthair,Orange Tabby,2020-03-13 19:25:00,Intact Male,0.0576923076923077,0.0,0,N,Y
A815296,N,2020-03-13 13:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.0576923076923077,Domestic Shorthair,Tortie,2020-03-13 19:25:00,Intact Female,0.0576923076923077,0.0,0,N,Y
A815295,N,2020-03-13 13:32:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.0576923076923077,Domestic Shorthair,Tortie,2020-03-13 19:25:00,Intact Female,0.0576923076923077,0.0,0,N,Y
A815294,Y,2020-03-13 14:19:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5.0,Other,White/Chocolate,2020-03-26 16:52:00,Neutered Male,5.0,0.0,13,N,N
A815293,Y,2020-03-13 14:19:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7.0,Other,Other,2020-03-19 15:26:00,Spayed Female,7.0,0.0,6,N,N
A815289,N,2020-03-13 14:10:00,Austin (TX),Wildlife,Sick,Bat,Unknown,1.0,Other,Black,2020-03-15 10:41:00,Unknown,1.0,1.0,1,Y,N
A815287,N,2020-03-13 13:43:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-16 10:58:00,Unknown,1.0,1.0,2,Y,N
A815286,N,2020-03-13 13:32:00,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Other,Other,2020-03-18 13:36:00,Neutered Male,1.0,0.0,5,N,N
A815285,N,2020-03-13 13:32:00,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair,White/Tan,2020-03-18 13:36:00,Neutered Male,1.0,0.0,5,N,N
A815283,Y,2020-03-13 13:06:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,3.0,Other,Brown/White,2020-03-23 17:24:00,Intact Male,3.0,0.0,10,N,N
A815274,Y,2020-03-13 12:29:00,Austin (TX),Stray,Normal,Dog,Neutered Male,1.0,Other,Black/White,2020-03-13 18:10:00,Neutered Male,1.0,0.0,0,N,N
A815272,N,2020-03-13 11:56:00,Austin (TX),Stray,Normal,Cat,Intact Female,0.038461538461538464,Domestic Shorthair,Other,2020-03-14 05:55:00,Intact Female,0.038461538461538464,0.0,0,N,Y
A815271,N,2020-03-13 11:56:00,Austin (TX),Stray,Normal,Cat,Intact Female,0.038461538461538464,Domestic Shorthair,Other,2020-03-14 05:54:00,Intact Female,0.038461538461538464,0.0,0,N,Y
A815270,N,2020-03-13 11:56:00,Austin (TX),Stray,Normal,Cat,Intact Male,0.038461538461538464,Other,Other,2020-03-14 05:54:00,Intact Male,0.038461538461538464,0.0,0,N,Y
A815269,N,2020-03-13 11:56:00,Austin (TX),Stray,Normal,Cat,Intact Female,0.038461538461538464,Other,Other,2020-03-14 05:54:00,Intact Female,0.038461538461538464,0.0,0,N,Y
A815268,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Intact Female,0.0,Labrador Retriever,Blue/White,2020-03-24 15:02:00,Intact Female,0.019230769230769232,0.0,12,N,Y
A815267,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Intact Male,0.0,Labrador Retriever,Brown/White,2020-03-24 15:03:00,Intact Male,0.019230769230769232,0.0,12,N,Y
A815266,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Intact Female,0.0,Labrador Retriever,Brown Brindle/White,2020-03-24 15:04:00,Intact Female,0.019230769230769232,0.0,12,N,Y
A815265,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Intact Male,0.0,Labrador Retriever,Black/White,2020-03-24 15:04:00,Intact Male,0.019230769230769232,0.0,12,N,Y
A815264,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Intact Male,0.0,Labrador Retriever,Brown/White,2020-03-24 15:03:00,Intact Male,0.019230769230769232,0.0,12,N,Y
A815263,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Intact Female,0.0,Labrador Retriever,Blue/White,2020-03-24 15:02:00,Intact Female,0.019230769230769232,0.0,12,N,Y
A815262,Y,2020-03-13 10:30:00,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1.0,Other,Black/White,2020-03-13 11:18:00,Neutered Male,1.0,0.0,0,N,N
A815261,Y,2020-03-13 10:30:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,1.0,German Shepherd,Other,2020-03-13 11:17:00,Intact Male,1.0,0.0,0,N,N
A815258,N,2020-03-13 09:45:00,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Other,White,2020-03-19 12:06:00,Spayed Female,3.0,0.0,6,N,N
A815255,N,2020-03-13 07:09:00,Austin (TX),Stray,Injured,Cat,Intact Male,2.0,Domestic Shorthair,Orange Tabby,2020-03-13 13:02:00,Intact Male,2.0,1.0,0,N,N
A815253,Y,2020-03-12 19:02:00,Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Pit Bull,Red,2020-03-13 17:00:00,Neutered Male,12.0,0.0,0,N,N
A815252,Y,2020-03-12 18:50:00,Austin (TX),Stray,Injured,Cat,Intact Male,3.0,Domestic Shorthair,Orange Tabby,2020-03-13 12:54:00,Intact Male,3.0,1.0,0,N,N
A815250,Y,2020-03-12 18:28:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,Pit Bull Mix,Blue/White,2020-03-14 13:03:00,Intact Male,0.16666666666666666,0.0,1,N,Y
A815248,Y,2020-03-12 17:07:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4.0,Other,Black,2020-03-16 13:09:00,Neutered Male,4.0,0.0,3,N,N
A815238,N,2020-03-12 16:29:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-12 16:32:00,Unknown,2.0,1.0,0,Y,N
A815236,Y,2020-03-13 11:39:00,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,9.0,Other,Other,2020-03-13 16:26:00,Neutered Male,9.0,1.0,0,N,N
A815231,N,2020-03-12 15:05:00,Austin (TX),Stray,Normal,Rabbit Sh,Unknown,1.0,Other,Other,2020-03-19 18:00:00,Unknown,1.0,0.0,7,N,N
A815229,Y,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,1.0,Labrador Retriever,Black/White,2020-03-24 15:02:00,Intact Female,1.0,0.0,12,N,N
A815227,N,2020-03-12 13:52:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Other,Other,2020-03-13 14:50:00,Intact Female,0.08333333333333333,0.0,1,N,Y
A815226,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,0.019230769230769232,Labrador Retriever,Blue/White,2020-03-24 15:00:00,Intact Male,0.0576923076923077,0.0,12,N,Y
A815225,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,0.019230769230769232,Labrador Retriever,Blue/White,2020-03-24 15:01:00,Intact Male,0.0576923076923077,0.0,12,N,Y
A815224,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,0.019230769230769232,Labrador Retriever,Other,2020-03-24 15:01:00,Intact Female,0.0576923076923077,0.0,12,N,Y
A815221,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,0.019230769230769232,Labrador Retriever,Blue/White,2020-03-24 15:01:00,Intact Male,0.0576923076923077,0.0,12,N,Y
A815220,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,0.019230769230769232,Labrador Retriever,Black/White,2020-03-24 15:00:00,Intact Male,0.0576923076923077,0.0,12,N,Y
A815219,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,0.019230769230769232,Labrador Retriever,Other,2020-03-24 15:00:00,Intact Female,0.0576923076923077,0.0,12,N,Y
A815218,N,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,0.019230769230769232,Labrador Retriever,Black,2020-03-24 14:59:00,Intact Female,0.0576923076923077,0.0,12,N,Y
A815217,Y,2020-03-12 13:32:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.9166666666666666,Pit Bull Mix,Brown/White,2020-03-26 14:55:00,Neutered Male,0.9166666666666666,0.0,14,N,Y
A815216,Y,2020-03-12 13:17:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,3.0,Labrador Retriever,Black,2020-03-24 15:01:00,Intact Female,3.0,0.0,12,N,N
A815215,N,2020-03-12 13:11:00,Austin (TX),Stray,Normal,Cat,Intact Male,7.0,Domestic Shorthair,Black,2020-03-17 11:45:00,Intact Male,7.0,0.0,4,N,N
A815214,N,2020-03-12 12:53:00,Creedmoor (TX),Stray,Normal,Dog,Intact Male,1.0,Other,Brown,2020-03-16 16:42:00,Neutered Male,1.0,0.0,4,N,N
A815212,N,2020-03-12 12:33:00,Austin (TX),Abandoned,Normal,Dog,Intact Female,0.07692307692307693,Other,White/Tan,2020-03-15 17:28:00,Intact Female,0.07692307692307693,1.0,3,N,Y
A815210,N,2020-03-12 12:31:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Other,2020-03-16 17:30:00,Spayed Female,0.25,0.0,4,N,Y
A815207,N,2020-03-12 12:17:00,Austin (TX),Stray,Normal,Lizard,Unknown,1.0,Other,Brown,2020-03-16 17:33:00,Unknown,1.0,0.0,4,N,N
A815204,Y,2020-03-12 11:45:00,Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Other,White/Chocolate,2020-03-17 15:57:00,Spayed Female,1.0,0.0,5,N,N
A815203,Y,2020-03-12 11:32:00,Travis (TX),Public Assist,Pregnant,Dog,Intact Female,2.0,Other,Black/Brown,2020-03-24 13:36:00,Intact Female,2.0,0.0,12,N,N
A815200,Y,2020-03-12 11:32:00,Travis (TX),Public Assist,Pregnant,Dog,Intact Female,2.0,Labrador Retriever,Other,2020-03-24 13:36:00,Intact Female,2.0,0.0,12,N,N
A815193,Y,2020-03-12 09:37:00,Austin (TX),Stray,Normal,Dog,Neutered Male,0.9166666666666666,Pit Bull,Other,2020-03-15 15:23:00,Neutered Male,0.9166666666666666,0.0,3,N,Y
A815191,N,2020-03-12 07:43:00,Austin (TX),Stray,Injured,Dog,Unknown,2.0,Other,Black/White,2020-03-12 16:26:00,Unknown,2.0,1.0,0,N,N
A815187,N,2020-03-11 22:14:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-12 18:42:00,Unknown,2.0,1.0,0,Y,N
A815185,N,2020-03-11 18:51:00,Austin (TX),Stray,Normal,Cat,Unknown,1.0,Domestic Medium Hair,Orange Tabby,2020-03-15 10:03:00,Unknown,1.0,0.0,3,N,N
A815184,N,2020-03-11 20:39:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-12 18:43:00,Unknown,1.0,1.0,0,Y,N
A815183,N,2020-03-11 17:52:00,Austin (TX),Stray,Normal,Dog,Neutered Male,7.0,Other,Brown,2020-03-15 14:17:00,Neutered Male,7.0,0.0,3,N,N
A815182,N,2020-03-11 17:21:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,White/Chocolate,2020-03-15 13:14:00,Spayed Female,0.16666666666666666,0.0,3,N,Y
A815179,Y,2020-03-11 16:50:00,Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Pit Bull,White,2020-03-11 20:56:00,Intact Male,4.0,0.0,0,N,N
A815176,Y,2020-03-11 16:03:00,Austin (TX),Stray,Medical,Dog,Intact Male,0.08333333333333333,Other,White,2020-03-16 11:26:00,Intact Male,0.16666666666666666,0.0,4,N,Y
A815174,Y,2020-03-11 15:25:00,Travis (TX),Stray,Normal,Dog,Intact Female,1.0,Chihuahua Shorthair,White/Tan,2020-03-13 17:24:00,Intact Female,1.0,0.0,2,N,N
A815172,N,2020-03-11 15:09:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-12 18:43:00,Unknown,2.0,1.0,1,Y,N
A815171,N,2020-03-11 14:44:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Pit Bull,Other,2020-03-15 17:19:00,Neutered Male,0.08333333333333333,0.0,4,N,Y
A815166,N,2020-03-11 14:44:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,Labrador Retriever Mix,White/Tan,2020-03-21 14:54:00,Spayed Female,0.16666666666666666,0.0,10,N,Y
A815165,N,2020-03-11 14:44:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Pit Bull,Brown Brindle/White,2020-03-15 16:58:00,Neutered Male,0.08333333333333333,0.0,4,N,Y
A815164,N,2020-03-11 14:55:00,Austin (TX),Wildlife,Sick,Bat,Unknown,2.0,Other,Brown,2020-03-12 09:44:00,Unknown,2.0,1.0,0,Y,N
A815163,Y,2020-03-11 14:41:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,0.4166666666666667,Pit Bull,Other,2020-03-14 13:56:00,Neutered Male,0.5,0.0,2,N,Y
A815162,N,2020-03-11 14:44:00,Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Pit Bull,Brown Brindle/White,2020-03-15 16:58:00,Neutered Male,0.08333333333333333,0.0,4,N,Y
A815160,N,2020-03-11 14:43:00,Austin (TX),Stray,Sick,Cat,Intact Male,5.0,Domestic Shorthair,Other,2020-03-15 16:25:00,Intact Male,5.0,1.0,4,N,N
A815159,N,2020-03-11 14:22:00,Travis (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair,Orange Tabby,2020-03-12 12:23:00,Intact Male,1.0,1.0,0,N,N
A815158,Y,2020-03-11 14:25:00,Austin (TX),Stray,Normal,Dog,Spayed Female,7.0,Other,Black/White,2020-03-11 18:08:00,Spayed Female,7.0,0.0,0,N,N
A815157,Y,2020-03-11 14:06:00,Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair,Brown Tabby,2020-03-26 13:37:00,Neutered Male,1.0,0.0,14,N,N
A815152,N,2020-03-11 14:01:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-12 18:44:00,Unknown,2.0,1.0,1,Y,N
A815148,Y,2020-03-11 13:31:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8.0,German Shepherd,Red/White,2020-03-24 13:37:00,Spayed Female,8.0,0.0,13,N,N
A815147,Y,2020-03-11 13:10:00,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,10.0,Domestic Shorthair,Black,2020-03-12 17:13:00,Spayed Female,10.0,0.0,1,N,N
A815129,N,2020-03-11 11:55:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Black/White,2020-03-15 18:59:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A815128,N,2020-03-11 11:55:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Black/White,2020-03-16 16:52:00,Spayed Female,0.16666666666666666,0.0,5,N,Y
A815127,N,2020-03-11 11:55:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Black/White,2020-03-15 16:45:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A815126,Y,2020-03-11 12:01:00,Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Pit Bull,Other,2020-03-11 13:35:00,Intact Male,4.0,0.0,0,N,N
A815125,N,2020-03-11 11:46:00,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Other,Other,2020-03-15 16:59:00,Neutered Male,1.0,0.0,4,N,N
A815123,Y,2020-03-11 11:31:00,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Pit Bull,Blue/White,2020-03-17 14:11:00,Intact Male,1.0,0.0,6,N,N
A815122,N,2020-03-11 11:16:00,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Other,Black/Tan,2020-03-17 12:59:00,Neutered Male,1.0,0.0,6,N,N
A815114,N,2020-03-11 08:46:00,Austin (TX),Stray,Injured,Cat,Unknown,2.0,Domestic Shorthair,Black,2020-03-11 16:25:00,Unknown,2.0,1.0,0,N,N
A815112,N,2020-03-11 08:22:00,Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair,White/Tan,2020-03-13 17:32:00,Intact Male,1.0,0.0,2,N,N
A815109,Y,2020-03-11 07:50:00,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,2.0,Labrador Retriever,Black,2020-03-24 13:37:00,Neutered Male,2.0,0.0,13,N,N
A815108,N,2020-03-11 02:00:00,Austin (TX),Wildlife,Normal,Bat,Unknown,2.0,Other,Brown,2020-03-11 10:19:00,Unknown,2.0,1.0,0,Y,N
A815107,N,2020-03-10 21:28:00,Manor (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-11 10:16:00,Unknown,1.0,1.0,0,Y,N
A815106,Y,2020-03-10 23:00:00,Austin (TX),Stray,Normal,Dog,Intact Male,2.0,German Shepherd,Black/Brown,2020-03-13 00:00:00,Intact Male,2.0,0.0,2,N,N
A815105,N,2020-03-10 23:21:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-11 10:13:00,Unknown,1.0,1.0,0,Y,N
A815102,N,2020-03-10 18:53:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Other,2020-03-14 16:56:00,Spayed Female,0.16666666666666666,0.0,3,N,Y
A815101,N,2020-03-10 18:19:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,German Shepherd,Black/Brown,2020-03-14 18:42:00,Spayed Female,0.25,0.0,4,N,Y
A815099,N,2020-03-10 16:54:00,Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair,Other,2020-03-13 14:09:00,Intact Female,1.0,0.0,2,N,N
A815098,N,2020-03-10 16:30:00,Austin (TX),Stray,Normal,Cat,Unknown,2.0,Domestic Shorthair,Black/White,2020-03-15 10:03:00,Unknown,2.0,0.0,4,N,N
A815097,Y,2020-03-10 16:30:00,Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Domestic Shorthair,Black,2020-03-27 14:42:00,Intact Male,2.0,0.0,16,N,N
A815096,Y,2020-03-10 16:41:00,Travis (TX),Stray,Normal,Dog,Spayed Female,3.0,Other,Black/White,2020-03-11 12:45:00,Spayed Female,3.0,0.0,0,N,N
A815095,Y,2020-03-10 16:18:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.8333333333333334,Other,Tricolor,2020-03-10 20:27:00,Intact Female,0.8333333333333334,0.0,0,N,Y
A815092,Y,2020-03-10 15:45:00,Austin (TX),Stray,Normal,Dog,Spayed Female,1.0,Other,Brown,2020-03-16 11:14:00,Spayed Female,1.0,0.0,5,N,N
A815087,N,2020-03-10 14:19:00,Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair,Brown Tabby/White,2020-03-14 13:48:00,Intact Female,1.0,0.0,3,N,N
A815086,N,2020-03-10 14:19:00,Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair,White/Orange Tabby,2020-03-14 13:48:00,Intact Male,1.0,0.0,3,N,N
A815085,N,2020-03-10 13:39:00,Austin (TX),Abandoned,Normal,Cat,Intact Female,0.4166666666666667,Domestic Shorthair,Calico,2020-03-18 16:49:00,Spayed Female,0.5,0.0,8,N,Y
A815084,N,2020-03-10 13:39:00,Austin (TX),Abandoned,Normal,Cat,Intact Male,2.0,Domestic Shorthair,Orange Tabby,2020-03-18 16:48:00,Neutered Male,2.0,0.0,8,N,N
A815083,Y,2020-03-10 13:54:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10.0,Domestic Shorthair,Other,2020-03-21 13:38:00,Spayed Female,10.0,0.0,10,N,N
A815082,Y,2020-03-10 13:40:00,Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Other,Other,2020-03-17 16:31:00,Neutered Male,4.0,0.0,7,N,N
A815081,N,2020-03-10 13:39:00,Austin (TX),Abandoned,Normal,Cat,Intact Female,0.4166666666666667,Domestic Shorthair,Orange Tabby,2020-03-18 16:49:00,Spayed Female,0.5,0.0,8,N,Y
A815077,N,2020-03-10 12:17:00,Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Black/Tan,2020-03-14 16:25:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A815076,Y,2020-03-10 12:16:00,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,5.0,Other,White/Chocolate,2020-03-10 17:46:00,Spayed Female,5.0,0.0,0,N,N
A815071,N,2020-03-10 11:29:00,Austin (TX),Stray,Sick,Dog,Intact Male,0.3333333333333333,Pit Bull,Other,2020-03-10 14:48:00,Intact Male,0.3333333333333333,0.0,0,N,Y
A815070,Y,2020-03-10 11:12:00,Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Other,Black/White,2020-03-16 11:01:00,Neutered Male,3.0,0.0,5,N,N
A815069,Y,2020-03-10 11:12:00,Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Pit Bull,Brown,2020-03-14 18:07:00,Spayed Female,3.0,0.0,4,N,N
A815052,N,2020-03-09 21:41:00,Austin (TX),Wildlife,Normal,Bat,Unknown,1.0,Other,Brown,2020-03-10 09:58:00,Unknown,1.0,1.0,0,Y,N
A815048,N,2020-03-09 18:19:00,Travis (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Other,Brown,2020-03-13 17:09:00,Neutered Male,0.16666666666666666,0.0,3,N,Y
A815047,N,2020-03-09 18:19:00,Travis (TX),Stray,Normal,Dog,Intact Male,0.16666666666666666,Other,Brown,2020-03-13 16:31:00,Neutered Male,0.16666666666666666,0.0,3,N,Y
A815045,N,2020-03-09 18:19:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Brown,2020-03-14 11:55:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A815044,N,2020-03-09 18:19:00,Travis (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Other,Brown,2020-03-14 13:04:00,Spayed Female,0.16666666666666666,0.0,4,N,Y
A815038,N,2020-03-09 17:02:00,Austin (TX),Stray,Normal,Cat,Unknown,1.0,Domestic Shorthair,Brown Tabby,2020-03-14 13:47:00,Unknown,1.0,0.0,4,N,N
A815037,Y,2020-03-09 16:37:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1.0,Other,Other,2020-03-14 16:57:00,Spayed Female,1.0,0.0,5,N,N
